ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2023-01-23,2023-01-23 22:45:43.909+0000,1.1724e+05,1.1968e+05,-0.9815,-18960,239.50999,239.09999,239.03999
192.168.0.4,2023-01-23,2023-01-23 22:51:43.939+0000,1.1844e+05,1.204e+05,-0.9839,-16400,239.75,239.36,239.06999
192.168.0.4,2023-01-23,2023-01-23 22:57:43.794+0000,1.1856e+05,1.2064e+05,-0.9838,-16280,240.23,240,239.75999
192.168.0.4,2023-01-24,2023-01-23 23:03:44.079+0000,1.0752e+05,1.0736e+05,-0.9838,-14960,239.73,239.37,239.25
192.168.0.4,2023-01-24,2023-01-23 23:09:43.825+0000,1.0888e+05,1.1112e+05,-0.9781,-16680,240.17,239.59999,239.53999
192.168.0.4,2023-01-24,2023-01-23 23:15:43.931+0000,1.0448e+05,1.0532e+05,-0.9765,-18440,240.31999,240.25999,239.89999
192.168.0.4,2023-01-24,2023-01-23 23:21:44.430+0000,1.0744e+05,1.1296e+05,-0.977,-18960,240.53,239.98999,240.08
192.168.0.4,2023-01-24,2023-01-23 23:27:44.301+0000,1.0956e+05,1.1212e+05,-0.9754,-19520,240.7,240.31999,240.5
192.168.0.4,2023-01-24,2023-01-23 23:33:43.624+0000,1.0488e+05,1.072e+05,-0.9763,-19480,240.7,240.56,240.43999
192.168.0.4,2023-01-24,2023-01-23 23:39:44.073+0000,1.1512e+05,1.1948e+05,-0.9798,-17680,240.7,240.61,240.40999
192.168.0.4,2023-01-24,2023-01-23 23:45:43.643+0000,1.0724e+05,1.0968e+05,-0.9796,-17680,241.33,241.12,240.90999
192.168.0.4,2023-01-24,2023-01-23 23:57:46.703+0000,98920,1.02e+05,-0.9707,-18880,241.33,240.98,240.98
192.168.0.4,2023-01-24,2023-01-24 00:15:43.698+0000,84640,89880,-0.9628,-19320,240.43999,239.98999,240.23
192.168.0.4,2023-01-24,2023-01-24 00:21:43.876+0000,90280,93400,-0.966,-19320,240.64999,240.31999,240.37999
192.168.0.4,2023-01-24,2023-01-24 00:27:43.686+0000,93800,94760,-0.9754,-18160,240.64999,240.5,240.37999
192.168.0.4,2023-01-24,2023-01-24 00:33:44.076+0000,86920,90120,-0.9661,-17040,240.93999,240.5,240.62
192.168.0.4,2023-01-24,2023-01-24 00:39:43.687+0000,82800,88800,-0.9641,-17600,240.78999,240.67999,240.5
192.168.0.4,2023-01-24,2023-01-24 00:45:43.725+0000,85720,89760,-0.9638,-18600,241.03,240.75999,240.5
192.168.0.4,2023-01-24,2023-01-24 00:51:44.055+0000,85360,88400,-0.9679,-17440,241.03,240.75999,240.5
192.168.0.4,2023-01-24,2023-01-24 00:57:43.681+0000,85800,88320,-0.9624,-18640,241.03,240.75999,240.5
192.168.0.4,2023-01-24,2023-01-24 01:03:43.771+0000,83080,86720,-0.9675,-17040,240.64999,240.34999,240.26999
192.168.0.4,2023-01-24,2023-01-24 01:09:43.858+0000,88280,91240,-0.9683,-17040,240.64999,240.34999,240.01999
192.168.0.4,2023-01-24,2023-01-24 01:15:44.083+0000,84680,88960,-0.9692,-17040,240.64999,240.34999,240.01999
192.168.0.4,2023-01-24,2023-01-24 01:21:43.569+0000,81800,83440,-0.9655,-16680,240.81999,240.5,240.12
192.168.0.4,2023-01-24,2023-01-24 01:27:44.707+0000,76920,80800,-0.9613,-16320,240.81999,240.5,240.5
192.168.0.4,2023-01-24,2023-01-24 01:45:43.907+0000,74600,78160,-0.9541,-17600,241.23,240.90999,240.81999
192.168.0.4,2023-01-24,2023-01-24 01:51:44.184+0000,81160,83120,-0.9667,-17560,241.33,241.09,240.61
192.168.0.4,2023-01-24,2023-01-24 01:57:46.858+0000,57240,61680,-0.9437,-17560,241.06,240.78999,240.61
192.168.0.4,2023-01-24,2023-01-24 02:21:43.835+0000,71560,71760,-0.9435,-18400,241.03,240.90999,240.75999
192.168.0.4,2023-01-24,2023-01-24 02:27:43.729+0000,65200,64160,-0.9452,-17520,241.12,240.90999,240.78999
192.168.0.4,2023-01-24,2023-01-24 02:39:44.062+0000,63480,67680,-0.9393,-17960,241.5,241.50999,241.14999
192.168.0.4,2023-01-24,2023-01-24 02:45:43.529+0000,64680,69320,-0.9455,-17800,241.5,241.33,241.14999
192.168.0.4,2023-01-24,2023-01-24 02:51:43.630+0000,70000,71920,-0.9506,-17280,241.12,240.89,240.84999
192.168.0.4,2023-01-24,2023-01-24 02:57:43.960+0000,67560,72040,-0.9421,-18720,241.12,240.84999,240.70999
192.168.0.4,2023-01-24,2023-01-24 03:03:43.659+0000,61000,64880,-0.9381,-16800,240.97,241.29999,240.70999
192.168.0.4,2023-01-24,2023-01-24 03:15:44.036+0000,71040,74240,-0.955,-16560,241,240.89,240.73
192.168.0.4,2023-01-24,2023-01-24 03:21:44.333+0000,70360,76320,-0.9559,-17200,241,240.89,240.73
192.168.0.4,2023-01-24,2023-01-24 03:27:43.611+0000,71480,71960,-0.9504,-17280,241,240.89,240.73
192.168.0.4,2023-01-24,2023-01-24 03:33:43.590+0000,72760,71160,-0.9573,-17080,241.33,241.14999,241.09
192.168.0.4,2023-01-24,2023-01-24 03:51:43.928+0000,72640,75560,-0.9589,-17360,240.90999,240.75999,240.5
192.168.0.4,2023-01-24,2023-01-24 03:57:43.606+0000,75480,77720,-0.9573,-16760,240.90999,240.59,240.62
192.168.0.4,2023-01-24,2023-01-24 04:03:44.068+0000,69120,74240,-0.956,-16840,240.45999,240.25999,240.28999
192.168.0.4,2023-01-24,2023-01-24 04:09:46.682+0000,73080,76200,-0.9527,-17840,240.45999,240.25999,240.04999
192.168.0.4,2023-01-24,2023-01-24 04:15:44.025+0000,69400,74120,-0.9479,-17440,240.5,240.25999,240.04999
192.168.0.4,2023-01-24,2023-01-24 04:21:44.203+0000,76080,79960,-0.9521,-18240,240.67999,240.59,240.37999
192.168.0.4,2023-01-24,2023-01-24 04:39:43.778+0000,64720,71920,-0.9454,-17760,240.75999,240.47,240.47
192.168.0.4,2023-01-24,2023-01-24 04:45:43.844+0000,75880,79040,-0.9557,-17760,240.01999,240.31999,239.98999
192.168.0.4,2023-01-24,2023-01-24 04:57:44.092+0000,70720,75040,-0.952,-17480,239.92999,240.08,239.64
192.168.0.4,2023-01-24,2023-01-24 05:03:44.087+0000,72640,76640,-0.9573,-17040,239.36,239.18999,238.98
192.168.0.4,2023-01-24,2023-01-24 05:09:43.641+0000,86520,89880,-0.9674,-16000,238.95,238.95,238.62999
192.168.0.4,2023-01-24,2023-01-24 05:15:43.975+0000,90040,92240,-0.9749,-15320,239.01999,238.62999,238.50999
192.168.0.4,2023-01-24,2023-01-24 05:21:44.109+0000,91960,94280,-0.9788,-14520,238.23999,238.20999,238.14999
192.168.0.4,2023-01-24,2023-01-24 05:33:43.674+0000,1.0656e+05,1.0852e+05,-0.9793,-14120,237.87999,238.12,238.03
192.168.0.4,2023-01-24,2023-01-24 05:39:44.188+0000,1.0336e+05,1.0528e+05,-0.9747,-16200,237,237.28999,236.75999
192.168.0.4,2023-01-24,2023-01-24 05:45:43.610+0000,1.06e+05,1.084e+05,-0.9788,-17080,237.2,236.93999,237.01999
192.168.0.4,2023-01-24,2023-01-24 06:09:43.835+0000,1.2092e+05,1.2264e+05,-0.9821,-13640,236.98999,236.58,236.93999
192.168.0.4,2023-01-24,2023-01-24 06:21:44.016+0000,1.3184e+05,1.3576e+05,-0.9846,-15600,237.04999,237.04999,237.2
192.168.0.4,2023-01-24,2023-01-24 06:27:44.217+0000,1.1972e+05,1.2152e+05,-0.9835,-16840,237.04999,236.87999,237
192.168.0.4,2023-01-24,2023-01-24 06:33:44.348+0000,1.268e+05,1.2836e+05,-0.9829,-15840,236.12999,236.09999,236.15999
192.168.0.4,2023-01-24,2023-01-24 06:39:43.959+0000,1.2788e+05,1.318e+05,-0.9858,-16400,235.73999,235.79999,235.43999
192.168.0.4,2023-01-24,2023-01-24 06:51:44.082+0000,1.4388e+05,1.4676e+05,-0.9902,-13520,238.09,237.95,237.59
192.168.0.4,2023-01-24,2023-01-24 06:57:43.932+0000,1.5948e+05,1.6e+05,-0.9875,-14560,237.79999,237.67999,237.75999
192.168.0.4,2023-01-24,2023-01-24 07:03:44.274+0000,1.4176e+05,1.4536e+05,-0.9912,-15120,237.64999,237.40999,237.01999
192.168.0.4,2023-01-24,2023-01-24 07:09:44.241+0000,1.3732e+05,1.3848e+05,-0.9898,-13480,236.98999,236.78,236.84
192.168.0.4,2023-01-24,2023-01-24 07:21:44.958+0000,1.4224e+05,1.454e+05,-0.9899,-13920,237.28999,236.98999,237.01999
192.168.0.4,2023-01-24,2023-01-24 07:27:44.299+0000,1.3664e+05,1.3816e+05,-0.9876,-13880,237.28999,237.2,237.01999
192.168.0.4,2023-01-24,2023-01-24 07:39:43.888+0000,1.4048e+05,1.42e+05,-0.9885,-12240,237.43999,237.59,237.31999
192.168.0.4,2023-01-24,2023-01-24 07:45:43.742+0000,1.5688e+05,1.5856e+05,-0.991,-12760,237.43999,237.09,237.17
192.168.0.4,2023-01-24,2023-01-24 07:51:44.352+0000,1.5092e+05,1.5196e+05,-0.9949,-9240,237.20999,237.09,236.39999
192.168.0.4,2023-01-24,2023-01-24 07:57:43.791+0000,1.5224e+05,1.5328e+05,-0.991,-11080,236.87999,236.73,236.39999
192.168.0.4,2023-01-24,2023-01-24 08:03:43.928+0000,1.4952e+05,1.526e+05,-0.9907,-11040,236.37,236.37,235.89999
192.168.0.4,2023-01-24,2023-01-24 08:09:43.787+0000,1.3252e+05,1.384e+05,-0.9907,-11040,236.37,236.64,236.09999
192.168.0.4,2023-01-24,2023-01-24 08:15:46.993+0000,1.3264e+05,1.348e+05,-0.9893,-13800,237.47,237.28999,237.37999
192.168.0.4,2023-01-24,2023-01-24 08:21:44.103+0000,1.4596e+05,1.4972e+05,-0.987,-11680,237.11,237.09,236.89999
192.168.0.4,2023-01-24,2023-01-24 08:27:46.837+0000,1.3784e+05,1.3868e+05,-0.989,-14000,237.11,237.09,237.14
192.168.0.4,2023-01-24,2023-01-24 08:33:43.864+0000,1.3344e+05,1.3764e+05,-0.9865,-14240,237.2,237.09,237.14
192.168.0.4,2023-01-24,2023-01-24 08:39:43.966+0000,1.2628e+05,1.2844e+05,-0.985,-14280,237.14,237.09,236.95
192.168.0.4,2023-01-24,2023-01-24 08:45:44.244+0000,1.384e+05,1.3964e+05,-0.9895,-12640,237.23,237.09,236.95
192.168.0.4,2023-01-24,2023-01-24 08:51:44.306+0000,1.54e+05,1.5528e+05,-0.9895,-13400,237.01999,236.87,236.98999
192.168.0.4,2023-01-24,2023-01-24 08:57:44.345+0000,1.6496e+05,1.6636e+05,-0.9909,-11520,236.73,236.87,236.64
192.168.0.4,2023-01-24,2023-01-24 09:03:43.895+0000,1.5012e+05,1.5036e+05,-0.9867,-12120,236.93999,237.01999,236.87
192.168.0.4,2023-01-24,2023-01-24 09:09:43.885+0000,1.3964e+05,1.404e+05,-0.9794,-12560,236.93999,237.54999,236.89999
192.168.0.4,2023-01-24,2023-01-24 09:15:44.320+0000,1.3428e+05,1.3572e+05,-0.9853,-11800,237.25999,237.31999,236.87
192.168.0.4,2023-01-24,2023-01-24 09:21:43.689+0000,1.5316e+05,1.5448e+05,-0.9874,-10600,237.25999,236.81999,236.78
192.168.0.4,2023-01-24,2023-01-24 09:27:44.336+0000,1.336e+05,1.3804e+05,-0.9811,-12080,237.25999,237.2,237.04999
192.168.0.4,2023-01-24,2023-01-24 09:33:43.654+0000,1.3668e+05,1.412e+05,-0.9857,-12280,237.43999,237,237.11
192.168.0.4,2023-01-24,2023-01-24 09:38:44.531+0000,1.2324e+05,1.1996e+05,-0.9784,-13920,237,236.98999,237.11
192.168.0.4,2023-01-24,2023-01-24 09:43:45.312+0000,1.2168e+05,1.2592e+05,-0.9765,-13400,237.5,237.53,237.37999
192.168.0.4,2023-01-24,2023-01-24 09:53:45.483+0000,1.4212e+05,1.4592e+05,-0.9827,-12040,237.34999,237.37999,236.93999
192.168.0.4,2023-01-24,2023-01-24 09:58:45.556+0000,1.2904e+05,1.3012e+05,-0.9806,-12280,237.34999,237.37999,237.25999
192.168.0.4,2023-01-24,2023-01-24 10:08:47.179+0000,1.3316e+05,1.3512e+05,-0.9842,-11320,236.98999,236.7,236.73
192.168.0.4,2023-01-24,2023-01-24 10:13:46.923+0000,1.212e+05,1.2388e+05,-0.9849,-13200,236.98999,236.95999,236.75999
192.168.0.4,2023-01-24,2023-01-24 10:18:47.113+0000,1.198e+05,1.2444e+05,-0.9827,-15120,237.23,236.95999,236.95999
192.168.0.4,2023-01-24,2023-01-24 10:28:48.131+0000,1.1652e+05,1.1868e+05,-0.978,-10840,237.20999,237.09,237.06
192.168.0.4,2023-01-24,2023-01-24 10:38:48.722+0000,1.3956e+05,1.402e+05,-0.9873,-10600,236.7,236.48999,236.54999
192.168.0.4,2023-01-24,2023-01-24 10:43:49.087+0000,1.4268e+05,1.412e+05,-0.9873,-10600,236.7,236.64,236.54999
192.168.0.4,2023-01-24,2023-01-24 10:48:51.019+0000,1.2024e+05,1.2388e+05,-0.9864,-13280,236.84,236.64,236.59999
192.168.0.4,2023-01-24,2023-01-24 10:58:50.046+0000,1.3056e+05,1.31e+05,-0.9853,-13040,237.09,237.14,236.95999
192.168.0.4,2023-01-24,2023-01-24 11:03:50.935+0000,1.288e+05,1.3024e+05,-0.9824,-12840,237.43999,237.48,237.26999
192.168.0.4,2023-01-24,2023-01-24 11:18:54.383+0000,1.1396e+05,1.1628e+05,-0.9783,-14120,237.87999,237.86,237.62
192.168.0.4,2023-01-24,2023-01-24 11:23:52.800+0000,1.27e+05,1.2964e+05,-0.9838,-14960,237.87999,237.86,237.67999
192.168.0.4,2023-01-24,2023-01-24 11:33:52.838+0000,1.3956e+05,1.3492e+05,-0.9778,-13200,237.70999,238.17,237.76999
192.168.0.4,2023-01-24,2023-01-24 11:38:53.291+0000,1.2292e+05,1.2616e+05,-0.976,-15160,237.70999,237.97,237.64999
192.168.0.4,2023-01-24,2023-01-24 11:43:54.053+0000,1.3868e+05,1.3884e+05,-0.976,-14880,237.75999,237.97,237.76999
192.168.0.4,2023-01-24,2023-01-24 11:48:54.066+0000,1.3284e+05,1.3224e+05,-0.9811,-15440,237.75999,237.97,237.76999
192.168.0.4,2023-01-24,2023-01-24 11:53:54.819+0000,1.286e+05,1.3352e+05,-0.9831,-13960,237.75999,238.00999,237.93999
192.168.0.4,2023-01-24,2023-01-24 12:18:59.629+0000,1.3668e+05,1.3808e+05,-0.9858,-15560,238.23999,238.12,237.7
192.168.0.4,2023-01-24,2023-01-24 12:23:56.834+0000,1.3668e+05,1.4068e+05,-0.9825,-13920,237.86,237.86,237.7
192.168.0.4,2023-01-24,2023-01-24 12:28:57.448+0000,1.2916e+05,1.3288e+05,-0.9805,-14240,237.64999,237.86,237.7
192.168.0.4,2023-01-24,2023-01-24 12:33:57.460+0000,1.2032e+05,1.2344e+05,-0.9718,-15920,237.81999,237.86,237.79999
192.168.0.4,2023-01-24,2023-01-24 12:38:58.038+0000,98080,1.0032e+05,-0.9662,-17120,238.14999,238.12,238.03
192.168.0.4,2023-01-24,2023-01-24 12:43:59.991+0000,1.0896e+05,1.1268e+05,-0.962,-16120,238.14999,238.12,238.03
192.168.0.4,2023-01-24,2023-01-24 12:53:59.674+0000,1.1784e+05,1.2076e+05,-0.9802,-16960,238.23999,238.20999,238.03
192.168.0.4,2023-01-24,2023-01-24 12:58:59.498+0000,1.034e+05,1.1116e+05,-0.9763,-17080,238.23999,238.20999,237.86
192.168.0.4,2023-01-24,2023-01-24 13:04:00.059+0000,1.0488e+05,1.0748e+05,-0.9655,-16600,238.29999,238.29999,237.89
192.168.0.4,2023-01-24,2023-01-24 13:09:00.673+0000,1.0364e+05,1.0752e+05,-0.9763,-15680,238.29999,238.50999,238.26999
192.168.0.4,2023-01-24,2023-01-24 13:14:44.179+0000,99720,1.0304e+05,-0.9733,-16480,237.87999,237.61,237.61
192.168.0.4,2023-01-24,2023-01-24 13:20:44.437+0000,1.178e+05,1.1748e+05,-0.9802,-15520,237.73999,237.61,237.43999
192.168.0.4,2023-01-24,2023-01-24 13:38:43.944+0000,1.1548e+05,1.1764e+05,-0.9817,-14040,237.40999,237.62,237.43999
192.168.0.4,2023-01-24,2023-01-24 13:44:44.227+0000,1.1572e+05,1.1508e+05,-0.9832,-13760,238.03,237.62,237.59
192.168.0.4,2023-01-24,2023-01-24 13:56:43.963+0000,1.1904e+05,1.2196e+05,-0.9787,-16200,237.61,237.61,237.31999
192.168.0.4,2023-01-24,2023-01-24 14:02:44.289+0000,1.212e+05,1.2224e+05,-0.9803,-16080,237.81999,237.83,237.59
192.168.0.4,2023-01-24,2023-01-24 14:14:44.062+0000,1.2924e+05,1.3176e+05,-0.9827,-14080,238.36,238.33,238.18999
192.168.0.4,2023-01-24,2023-01-24 14:26:43.839+0000,1.2504e+05,1.2788e+05,-0.9857,-12520,238.12,238.06,237.89
192.168.0.4,2023-01-24,2023-01-24 14:32:44.642+0000,1.1272e+05,1.1384e+05,-0.9813,-14160,238.12,238.06,238.36
192.168.0.4,2023-01-24,2023-01-24 14:38:44.379+0000,1.2044e+05,1.2364e+05,-0.9794,-14080,238.20999,238.06,237.97
192.168.0.4,2023-01-24,2023-01-24 14:44:44.809+0000,1.0896e+05,1.122e+05,-0.979,-15080,238.20999,237.81999,237.97
192.168.0.4,2023-01-24,2023-01-24 14:50:44.904+0000,1.2324e+05,1.2588e+05,-0.9826,-12560,238.03,237.7,237.54999
192.168.0.4,2023-01-24,2023-01-24 14:56:44.046+0000,1.2496e+05,1.2712e+05,-0.9833,-15120,238.03,237.84999,237.86
192.168.0.4,2023-01-24,2023-01-24 15:08:44.382+0000,1.286e+05,1.348e+05,-0.9825,-16000,238.56999,238.29999,238.36
192.168.0.4,2023-01-24,2023-01-24 15:20:44.091+0000,1.278e+05,1.3048e+05,-0.9787,-15680,238.47,238.03,238.06999
192.168.0.4,2023-01-24,2023-01-24 15:26:44.073+0000,1.2612e+05,1.2876e+05,-0.9811,-15800,238.64999,238.18999,238.06999
192.168.0.4,2023-01-24,2023-01-24 15:32:44.059+0000,1.0936e+05,1.1284e+05,-0.9783,-16880,238.86,238.31999,238.51999
192.168.0.4,2023-01-24,2023-01-24 15:38:44.478+0000,1.2136e+05,1.272e+05,-0.979,-15400,238.20999,238.31999,238.17
192.168.0.4,2023-01-24,2023-01-24 15:50:44.206+0000,1.3024e+05,1.3096e+05,-0.9771,-16160,238.09,238.12,238.06999
192.168.0.4,2023-01-24,2023-01-24 16:02:44.395+0000,1.2252e+05,1.2496e+05,-0.9815,-16280,238.23999,237.81999,237.81999
192.168.0.4,2023-01-24,2023-01-24 16:08:44.769+0000,1.3376e+05,1.372e+05,-0.9764,-17000,237.59,237.43999,237.75999
192.168.0.4,2023-01-24,2023-01-24 16:14:44.647+0000,1.2928e+05,1.3168e+05,-0.9822,-16080,237.5,237.34999,237.28999
192.168.0.4,2023-01-24,2023-01-24 16:26:44.527+0000,1.564e+05,1.6064e+05,-0.9875,-14880,236.04999,235.43999,236.12999
192.168.0.4,2023-01-24,2023-01-24 16:38:44.120+0000,1.5704e+05,1.548e+05,-0.9832,-16760,235.83,235.72,235.56
192.168.0.4,2023-01-24,2023-01-24 16:44:44.126+0000,1.342e+05,1.3836e+05,-0.9811,-18840,235.83,235.56,235.70999
192.168.0.4,2023-01-24,2023-01-24 16:50:43.844+0000,1.5444e+05,1.6168e+05,-0.9868,-17560,236.03999,235.56,235.70999
192.168.0.4,2023-01-24,2023-01-24 16:56:44.010+0000,1.586e+05,1.6072e+05,-0.9867,-16480,235.79999,235.31,235.67999
192.168.0.4,2023-01-24,2023-01-24 17:02:43.948+0000,1.6684e+05,1.686e+05,-0.9903,-16440,235.92,235.78999,235.67999
192.168.0.4,2023-01-24,2023-01-24 17:08:43.915+0000,1.8496e+05,1.8684e+05,-0.9894,-13400,236.22,235.98,236.06999
192.168.0.4,2023-01-24,2023-01-24 17:14:45.133+0000,1.656e+05,1.6744e+05,-0.9908,-14840,236.45,235.98,236.06999
192.168.0.4,2023-01-24,2023-01-24 17:20:43.935+0000,1.8336e+05,1.8168e+05,-0.9885,-16320,236.31,236.12,236.06999
192.168.0.4,2023-01-24,2023-01-24 17:26:44.093+0000,1.9324e+05,1.9496e+05,-0.9907,-16320,235.92999,235.92999,235.79999
192.168.0.4,2023-01-24,2023-01-24 17:32:43.992+0000,2.0984e+05,2.0912e+05,-0.9931,-15120,236.22,235.42,235.70999
192.168.0.4,2023-01-24,2023-01-24 17:38:44.510+0000,2.1448e+05,2.1872e+05,-0.9944,-17160,236.06999,235.59,235.39
192.168.0.4,2023-01-24,2023-01-24 17:44:43.992+0000,2.3276e+05,2.3444e+05,-0.9916,-16000,235.65999,235.79999,235.50999
192.168.0.4,2023-01-24,2023-01-24 17:50:44.023+0000,2.2852e+05,2.2548e+05,-0.9934,-14320,235.65999,235.53999,235.48
192.168.0.4,2023-01-24,2023-01-24 17:56:44.093+0000,2.374e+05,2.3844e+05,-0.9941,-14400,235.86,235.33,235.48
192.168.0.4,2023-01-24,2023-01-24 18:02:44.303+0000,2.2808e+05,2.3016e+05,-0.991,-16920,236.31,235.72,236.33
192.168.0.4,2023-01-24,2023-01-24 18:14:44.640+0000,2.1556e+05,2.1668e+05,-0.9944,-13440,236.59,236.51999,236.11
192.168.0.4,2023-01-24,2023-01-24 18:20:44.266+0000,2.2476e+05,2.2724e+05,-0.9958,-13280,236.87999,236.39999,236.34
192.168.0.4,2023-01-24,2023-01-24 18:26:44.524+0000,2.5336e+05,2.5364e+05,-0.9958,-14080,236.75999,236.39999,236.34
192.168.0.4,2023-01-24,2023-01-24 18:32:44.299+0000,2.4496e+05,2.4608e+05,-0.9958,-12800,236.75999,236.04999,236.51999
192.168.0.4,2023-01-24,2023-01-24 18:38:43.837+0000,2.224e+05,2.238e+05,-0.9918,-17560,237.2,236.73,236.84
192.168.0.4,2023-01-24,2023-01-24 18:44:43.915+0000,2.074e+05,2.1044e+05,-0.995,-17480,237.86,237.25999,237.28999
192.168.0.4,2023-01-24,2023-01-24 18:50:43.637+0000,1.9384e+05,1.9668e+05,-0.9932,-13160,237.86,237.47,237.08
192.168.0.4,2023-01-24,2023-01-24 19:08:43.781+0000,1.7772e+05,1.784e+05,-0.9934,-14520,237.83,237.37999,237.28999
192.168.0.4,2023-01-24,2023-01-24 19:20:43.853+0000,1.8924e+05,1.9044e+05,-0.9904,-14800,238.31999,238.33,237.93999
192.168.0.4,2023-01-24,2023-01-24 19:26:44.855+0000,1.9988e+05,2.0144e+05,-0.9904,-15920,238.72,238.42,237.93999
192.168.0.4,2023-01-24,2023-01-24 19:32:43.878+0000,1.9924e+05,1.9952e+05,-0.9913,-16640,238.92,238.42,237.93999
192.168.0.4,2023-01-24,2023-01-24 19:44:43.679+0000,1.8496e+05,1.8568e+05,-0.9908,-16440,239.25,238.98,238.68999
192.168.0.4,2023-01-24,2023-01-24 19:50:43.829+0000,1.9804e+05,1.9704e+05,-0.9929,-16560,239.25,239.18999,239.01999
192.168.0.4,2023-01-24,2023-01-24 20:02:44.209+0000,1.8964e+05,1.902e+05,-0.9915,-13480,239.92999,239.78,239.37
192.168.0.4,2023-01-24,2023-01-24 20:08:43.771+0000,1.8656e+05,1.8712e+05,-0.9915,-15520,239.73,239.67,239.73
192.168.0.4,2023-01-24,2023-01-24 20:14:43.810+0000,1.6824e+05,1.7324e+05,-0.9873,-14600,237.61,238.06,237.54999
192.168.0.4,2023-01-24,2023-01-24 20:26:43.719+0000,1.6256e+05,1.6492e+05,-0.9867,-13800,237.25999,237.53,237.2
192.168.0.4,2023-01-24,2023-01-24 20:38:43.831+0000,1.7472e+05,1.77e+05,-0.9893,-14920,237.59,237.78999,237.40999
192.168.0.4,2023-01-24,2023-01-24 20:50:43.808+0000,1.5172e+05,1.5336e+05,-0.9886,-16000,238.68999,238.45,238.36
192.168.0.4,2023-01-24,2023-01-24 21:02:45.722+0000,1.486e+05,1.4876e+05,-0.9885,-17640,238.12,237.67999,237.53
192.168.0.4,2023-01-24,2023-01-24 21:14:43.725+0000,1.4812e+05,1.5028e+05,-0.9867,-16520,238.56999,238.39,238.45
192.168.0.4,2023-01-24,2023-01-24 21:26:43.786+0000,1.5224e+05,1.5264e+05,-0.9891,-18200,238.23999,238.18999,238.06999
192.168.0.4,2023-01-24,2023-01-24 21:32:43.897+0000,1.4808e+05,1.5228e+05,-0.9877,-19080,238.39,237.73999,237.75999
192.168.0.4,2023-01-24,2023-01-24 22:02:43.927+0000,1.3036e+05,1.3208e+05,-0.9834,-17120,239.34,238.84,238.84
192.168.0.4,2023-01-24,2023-01-24 22:08:43.878+0000,1.3544e+05,1.3948e+05,-0.9878,-16800,238.95,238.72,238.53
192.168.0.4,2023-01-24,2023-01-24 22:14:44.160+0000,1.3904e+05,1.4044e+05,-0.9866,-17600,239.18999,239.00999,238.92999
192.168.0.4,2023-01-24,2023-01-24 22:32:44.270+0000,1.336e+05,1.3652e+05,-0.9825,-18720,239.42,239.08,239.17
192.168.0.4,2023-01-24,2023-01-24 22:56:43.743+0000,1.246e+05,1.2736e+05,-0.9814,-17400,240.48999,239.84999,240.23
192.168.0.4,2023-01-25,2023-01-24 23:02:43.894+0000,1.0896e+05,1.0932e+05,-0.9754,-19160,239.90999,239.50999,239.58
192.168.0.4,2023-01-25,2023-01-24 23:21:18.385+0000,1.0456e+05,1.068e+05,-0.9758,-15680,239.98999,239.75,239.84
192.168.0.4,2023-01-25,2023-01-24 23:32:57.625+0000,1.0244e+05,1.0452e+05,-0.9763,-18120,240.26999,239.87999,240
192.168.0.4,2023-01-25,2023-01-24 23:38:44.787+0000,1.0052e+05,1.0308e+05,-0.9747,-18680,240.26999,240.01999,240.06
192.168.0.4,2023-01-25,2023-01-24 23:44:44.513+0000,1.0708e+05,1.0936e+05,-0.9785,-16560,240.37999,240.2,240.06
192.168.0.4,2023-01-25,2023-01-24 23:50:46.523+0000,1.032e+05,1.0612e+05,-0.9754,-18760,240.2,240.06,240.06
192.168.0.4,2023-01-25,2023-01-25 00:02:49.876+0000,97360,1.0096e+05,-0.9722,-16840,240.34999,240.11,239.84
192.168.0.4,2023-01-25,2023-01-25 00:09:18.403+0000,92280,95040,-0.9691,-17920,240.17,240.28999,240.08
192.168.0.4,2023-01-25,2023-01-25 00:15:15.365+0000,95240,97560,-0.9702,-17160,240.17,239.98999,239.89999
192.168.0.4,2023-01-25,2023-01-25 00:21:48.352+0000,95440,96840,-0.9718,-16960,240.53,240.31999,240.23
192.168.0.4,2023-01-25,2023-01-25 00:27:15.502+0000,86320,89640,-0.9651,-19120,240.53,240.54999,240.23
192.168.0.4,2023-01-25,2023-01-25 00:38:46.550+0000,86720,89000,-0.9649,-18120,241.23,240.84999,240.83
192.168.0.4,2023-01-25,2023-01-25 00:44:49.784+0000,79160,81680,-0.959,-18400,240.89999,240.84999,240.56
192.168.0.4,2023-01-25,2023-01-25 00:50:49.847+0000,81040,82840,-0.9595,-18080,240.89999,240.78999,240.62
192.168.0.4,2023-01-25,2023-01-25 00:56:43.832+0000,76560,79840,-0.9615,-18080,241.23999,241.09,241.03
192.168.0.4,2023-01-25,2023-01-25 01:02:57.735+0000,76520,80160,-0.9535,-18480,241.17999,241.09,241
192.168.0.4,2023-01-25,2023-01-25 01:14:57.972+0000,74160,75880,-0.9527,-18880,240.75999,240.62,240.56
192.168.0.4,2023-01-25,2023-01-25 01:50:49.697+0000,78040,81480,-0.9586,-18560,241.12,241.12,240.84999
192.168.0.4,2023-01-25,2023-01-25 02:03:49.087+0000,67640,71200,-0.9453,-18880,241.23,241.06,240.87999
