ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2023-01-01,2022-12-31 23:03:01.796+0000,82160,86280,-0.9731,-15360,240.04999,239.75,240
192.168.0.4,2023-01-01,2022-12-31 23:13:02.443+0000,82600,85000,-0.9711,-14280,240.23,240.2,239.75999
192.168.0.4,2023-01-01,2022-12-31 23:33:04.392+0000,82920,85840,-0.9658,-16040,239.92999,239.81,239.81
192.168.0.4,2023-01-01,2022-12-31 23:48:08.444+0000,90920,93680,-0.9722,-17080,240,239.75,239.68999
192.168.0.4,2023-01-01,2022-12-31 23:53:08.453+0000,84960,85160,-0.9658,-16840,239.84,239.75,239.68999
192.168.0.4,2023-01-01,2022-12-31 23:58:08.699+0000,84720,87960,-0.9694,-16280,239.84,239.75,239.68999
192.168.0.4,2023-01-01,2023-01-01 00:08:09.749+0000,82040,84360,-0.9665,-15560,239.84,239.75,239.68999
192.168.0.4,2023-01-01,2023-01-01 00:13:09.878+0000,92080,93160,-0.9726,-15560,239.45999,239.39999,239.59999
192.168.0.4,2023-01-01,2023-01-01 00:23:10.860+0000,80440,83160,-0.9714,-13640,239.58,239.59999,239.59999
192.168.0.4,2023-01-01,2023-01-01 00:33:11.815+0000,87200,89080,-0.9716,-15000,239.58,239.59999,239.68999
192.168.0.4,2023-01-01,2023-01-01 00:38:12.113+0000,94800,94040,-0.9748,-15000,239.78999,239.75999,239.68999
192.168.0.4,2023-01-01,2023-01-01 00:43:12.658+0000,82120,84400,-0.9733,-14520,239.73,239.68999,239.53999
192.168.0.4,2023-01-01,2023-01-01 00:53:13.500+0000,83320,86680,-0.963,-15800,239.84999,239.68999,239.72
192.168.0.4,2023-01-01,2023-01-01 01:08:14.259+0000,71480,72800,-0.9563,-17120,239.78,239.95999,239.87999
192.168.0.4,2023-01-01,2023-01-01 01:13:15.325+0000,72480,75280,-0.956,-17120,240.12,240.04999,239.87999
192.168.0.4,2023-01-01,2023-01-01 01:28:16.461+0000,67280,70480,-0.9511,-15560,240.17999,240.28999,240.28999
192.168.0.4,2023-01-01,2023-01-01 01:33:16.583+0000,61320,64800,-0.9462,-15840,240.5,240.28999,240.28999
192.168.0.4,2023-01-01,2023-01-01 01:38:16.767+0000,62160,64720,-0.9428,-16080,240.5,240.54999,240.43999
192.168.0.4,2023-01-01,2023-01-01 01:43:17.184+0000,63560,65640,-0.9438,-17920,240.67999,240.54999,240.43999
192.168.0.4,2023-01-01,2023-01-01 01:58:19.212+0000,63280,67880,-0.9524,-15000,240.84999,240.73,240.70999
192.168.0.4,2023-01-01,2023-01-01 02:08:20.304+0000,59720,62400,-0.9432,-15240,241.17999,240.90999,240.89999
192.168.0.4,2023-01-01,2023-01-01 02:23:21.215+0000,63240,67480,-0.9557,-14520,241.09,241.15999,241.03
192.168.0.4,2023-01-01,2023-01-01 02:33:28.437+0000,67520,71720,-0.9565,-13680,241.36,241.26999,241.36
192.168.0.4,2023-01-01,2023-01-01 02:38:22.703+0000,67400,70600,-0.9546,-14760,241.42,241.26999,241.36
192.168.0.4,2023-01-01,2023-01-01 02:43:22.816+0000,74480,77200,-0.9701,-13600,241.42,241.26999,241.36
192.168.0.4,2023-01-01,2023-01-01 02:53:26.723+0000,64600,67400,-0.9586,-13920,241.23,241.06,241.26999
192.168.0.4,2023-01-01,2023-01-01 02:58:24.323+0000,74560,75040,-0.9674,-13920,241.39,241.14999,241.26999
192.168.0.4,2023-01-01,2023-01-01 03:03:30.837+0000,62400,66680,-0.9488,-15520,241.39,241.14999,241.26999
192.168.0.4,2023-01-01,2023-01-01 03:18:26.929+0000,60960,65760,-0.9521,-15040,241.29999,241.29999,241.23999
192.168.0.4,2023-01-01,2023-01-01 03:23:26.470+0000,63080,66160,-0.9501,-13480,241.23999,241.20999,241.09
192.168.0.4,2023-01-01,2023-01-01 03:28:26.947+0000,62560,65880,-0.9503,-14800,241.23999,241.20999,241.14999
192.168.0.4,2023-01-01,2023-01-01 03:43:27.630+0000,68400,72600,-0.9611,-14720,241.17,241.20999,241.11
192.168.0.4,2023-01-01,2023-01-01 03:48:28.629+0000,77120,79760,-0.968,-15000,241.17,241.12,241.20999
192.168.0.4,2023-01-01,2023-01-01 03:58:28.982+0000,71160,73840,-0.9662,-13680,241.39,241.23999,241.12
192.168.0.4,2023-01-01,2023-01-01 04:08:33.685+0000,60280,62440,-0.947,-14920,241.39,241.23999,241.29999
192.168.0.4,2023-01-01,2023-01-01 04:13:35.174+0000,58240,61320,-0.9454,-14680,241.39,241.23999,241.29999
192.168.0.4,2023-01-01,2023-01-01 04:18:34.908+0000,58840,60520,-0.949,-14200,241.48,241.29999,241.17999
192.168.0.4,2023-01-01,2023-01-01 04:23:34.945+0000,59160,66360,-0.9447,-14640,241.48,241.29999,241.36
192.168.0.4,2023-01-01,2023-01-01 04:28:35.526+0000,66320,71280,-0.9636,-13760,241.26999,241.09,241.06
192.168.0.4,2023-01-01,2023-01-01 04:33:35.763+0000,65080,67880,-0.957,-14080,241.26999,241.09,241.22
192.168.0.4,2023-01-01,2023-01-01 04:43:37.109+0000,64800,68440,-0.9576,-13680,241.26999,241.09,241.12
192.168.0.4,2023-01-01,2023-01-01 04:48:37.215+0000,54640,57680,-0.9402,-14520,241.26999,241.09,241.12
192.168.0.4,2023-01-01,2023-01-01 04:53:37.309+0000,58480,61960,-0.9395,-15040,241.26999,241.22,241.03
192.168.0.4,2023-01-01,2023-01-01 04:58:37.733+0000,60880,63240,-0.9493,-15200,241.26999,241.22,241.22
192.168.0.4,2023-01-01,2023-01-01 05:03:38.007+0000,63880,67160,-0.9529,-14360,240.75999,240.59,240.62
192.168.0.4,2023-01-01,2023-01-01 05:08:38.604+0000,57280,60920,-0.9396,-15280,240.75999,240.59,240.62
192.168.0.4,2023-01-01,2023-01-01 05:13:38.826+0000,65400,68560,-0.9582,-14680,240.75999,240.78999,240.64999
192.168.0.4,2023-01-01,2023-01-01 05:18:39.483+0000,60000,64480,-0.9543,-14080,240.67,240.78999,240.64999
192.168.0.4,2023-01-01,2023-01-01 05:23:39.976+0000,58640,62080,-0.9465,-15440,240.75999,240.62,240.45999
192.168.0.4,2023-01-01,2023-01-01 05:28:39.893+0000,61680,64640,-0.9532,-14360,240.75999,240.62,240.5
192.168.0.4,2023-01-01,2023-01-01 05:33:41.082+0000,60520,63800,-0.9527,-14480,240.67,240.62,240.5
192.168.0.4,2023-01-01,2023-01-01 05:38:40.797+0000,56440,58640,-0.9383,-15600,240.67,240.62,240.5
192.168.0.4,2023-01-01,2023-01-01 05:43:40.969+0000,62680,68240,-0.9544,-14400,240.83,240.62,240.67999
192.168.0.4,2023-01-01,2023-01-01 05:48:41.110+0000,55640,59160,-0.9434,-14800,240.62,240.37999,240.40999
192.168.0.4,2023-01-01,2023-01-01 05:53:41.603+0000,55840,57680,-0.9365,-14800,240.62,240.54999,240.54999
192.168.0.4,2023-01-01,2023-01-01 05:58:42.182+0000,55880,59680,-0.9353,-15200,240.26999,240.23,240.34
192.168.0.4,2023-01-01,2023-01-01 06:03:42.515+0000,61880,66200,-0.9528,-14240,240.26999,240.23,240.11
192.168.0.4,2023-01-01,2023-01-01 06:08:43.227+0000,66640,69680,-0.9568,-14240,240.26999,240.23,240.11
192.168.0.4,2023-01-01,2023-01-01 06:18:43.309+0000,67760,71400,-0.9548,-15320,240.26999,240.23,240.34
192.168.0.4,2023-01-01,2023-01-01 06:28:43.908+0000,69560,73240,-0.9525,-15840,240.34,240.31999,240.23
192.168.0.4,2023-01-01,2023-01-01 06:43:45.292+0000,79120,82520,-0.9707,-12480,240.26999,240.17,240.17999
192.168.0.4,2023-01-01,2023-01-01 06:48:45.110+0000,79600,81520,-0.9705,-13160,240,240.17,240.06
192.168.0.4,2023-01-01,2023-01-01 06:53:45.922+0000,72960,76240,-0.9642,-15080,240.23,240.01999,240.06
192.168.0.4,2023-01-01,2023-01-01 07:08:46.755+0000,72880,75800,-0.9653,-13360,239.89999,240.01999,239.95999
192.168.0.4,2023-01-01,2023-01-01 07:13:47.259+0000,80560,82480,-0.9679,-12200,239.89999,239.64,239.95999
192.168.0.4,2023-01-01,2023-01-01 07:18:47.585+0000,80720,82240,-0.971,-12840,239.75,239.64,239.73
192.168.0.4,2023-01-01,2023-01-01 07:23:48.294+0000,83360,86600,-0.9717,-13520,239.39999,239.64,239.37
192.168.0.4,2023-01-01,2023-01-01 07:33:49.484+0000,74480,79600,-0.9594,-14320,239.81,239.84999,239.73
192.168.0.4,2023-01-01,2023-01-01 07:38:49.110+0000,69440,72160,-0.9562,-14960,240.08,239.84999,240.01999
192.168.0.4,2023-01-01,2023-01-01 07:43:49.403+0000,81160,83920,-0.9672,-14520,239.89999,240.08,239.87999
192.168.0.4,2023-01-01,2023-01-01 07:48:50.273+0000,80280,82200,-0.9719,-12160,240.43999,240.37999,240.23
192.168.0.4,2023-01-01,2023-01-01 07:53:50.593+0000,74560,77400,-0.9725,-12480,240.67999,240.37999,240.43999
192.168.0.4,2023-01-01,2023-01-01 07:58:50.574+0000,72840,74920,-0.9628,-13120,240.67999,240.5,240.62
192.168.0.4,2023-01-01,2023-01-01 08:08:51.593+0000,71760,74240,-0.9708,-11400,241.00999,240.75999,240.81999
192.168.0.4,2023-01-01,2023-01-01 08:13:51.287+0000,74080,76920,-0.9652,-14280,241.00999,240.75999,240.81999
192.168.0.4,2023-01-01,2023-01-01 08:23:52.577+0000,69320,70840,-0.9683,-11280,240.90999,240.67,240.84999
192.168.0.4,2023-01-01,2023-01-01 08:38:53.165+0000,75200,79000,-0.9599,-13960,240.93999,240.73,240.84999
192.168.0.4,2023-01-01,2023-01-01 08:48:54.419+0000,71000,71480,-0.9665,-12320,240.87999,240.53999,240.73
192.168.0.4,2023-01-01,2023-01-01 08:53:54.581+0000,67360,70360,-0.9551,-14560,240.70999,240.70999,240.73
192.168.0.4,2023-01-01,2023-01-01 09:13:56.322+0000,76680,79480,-0.9694,-12120,240.84999,240.70999,240.70999
192.168.0.4,2023-01-01,2023-01-01 09:29:02.930+0000,76240,81120,-0.9663,-13120,240.75999,240.70999,240.64999
192.168.0.4,2023-01-01,2023-01-01 09:44:03.940+0000,71640,73320,-0.9679,-12960,240.31999,240.28999,240.34999
192.168.0.4,2023-01-01,2023-01-01 10:24:07.955+0000,95560,98800,-0.972,-12760,240.87999,240.90999,240.84999
192.168.0.4,2023-01-01,2023-01-01 10:29:07.512+0000,90120,92360,-0.9644,-13440,239.81,239.78,240.11
192.168.0.4,2023-01-01,2023-01-01 10:34:07.543+0000,1.0096e+05,1.0324e+05,-0.9722,-11680,239.81,239.72,239.7
192.168.0.4,2023-01-01,2023-01-01 10:44:08.797+0000,79520,81840,-0.9593,-13360,239.73,239.73,239.78
192.168.0.4,2023-01-01,2023-01-01 11:04:10.102+0000,89280,91320,-0.972,-12600,239.36,239.34,239.37
192.168.0.4,2023-01-01,2023-01-01 11:09:10.008+0000,81440,83240,-0.9646,-13920,239.73,239.68999,239.7
192.168.0.4,2023-01-01,2023-01-01 11:14:10.572+0000,84880,89600,-0.9707,-11640,239.39999,239.34,239.7
192.168.0.4,2023-01-01,2023-01-01 11:24:11.354+0000,97040,1.0176e+05,-0.9592,-10760,239.14,239.08,239.48999
192.168.0.4,2023-01-01,2023-01-01 11:29:12.035+0000,85320,87280,-0.9521,-13280,239.39999,239.18999,239.34
192.168.0.4,2023-01-01,2023-01-01 11:54:13.665+0000,91120,94640,-0.9802,-13000,239.28,239.01999,239.12999
192.168.0.4,2023-01-01,2023-01-01 12:04:14.692+0000,1.016e+05,1.056e+05,-0.977,-12880,238.79999,238.86,238.89999
192.168.0.4,2023-01-01,2023-01-01 12:09:15.917+0000,1.1492e+05,1.1916e+05,-0.9768,-12000,238.89,238.86,239.01999
192.168.0.4,2023-01-01,2023-01-01 12:14:16.547+0000,1.1844e+05,1.2152e+05,-0.9766,-12880,238.98,238.86,239.01999
192.168.0.4,2023-01-01,2023-01-01 12:24:16.585+0000,1.184e+05,1.2188e+05,-0.9807,-9360,238.84,238.62999,238.76999
192.168.0.4,2023-01-01,2023-01-01 12:29:16.887+0000,1.1404e+05,1.1856e+05,-0.9813,-11480,238.68999,238.62999,238.72
192.168.0.4,2023-01-01,2023-01-01 12:34:17.288+0000,1.1392e+05,1.1436e+05,-0.984,-11680,238.37999,238.36,238.59999
192.168.0.4,2023-01-01,2023-01-01 12:39:17.481+0000,1.0868e+05,1.0664e+05,-0.9822,-10920,238.73999,238.36,238.76999
192.168.0.4,2023-01-01,2023-01-01 12:49:18.287+0000,99560,1.032e+05,-0.9797,-11960,238.92,238.84,238.81
192.168.0.4,2023-01-01,2023-01-01 12:54:18.781+0000,1.0948e+05,1.106e+05,-0.9814,-12400,238.92,238.72,238.81
192.168.0.4,2023-01-01,2023-01-01 13:14:21.442+0000,1.054e+05,1.0824e+05,-0.9869,-10600,239.25,238.50999,238.62999
192.168.0.4,2023-01-01,2023-01-01 13:19:21.411+0000,1.0024e+05,1.0288e+05,-0.9792,-12680,238.95999,238.50999,238.62999
192.168.0.4,2023-01-01,2023-01-01 13:29:21.837+0000,97880,1.0004e+05,-0.9807,-11920,238.95999,238.56999,238.53999
192.168.0.4,2023-01-01,2023-01-01 13:34:22.514+0000,1.0412e+05,1.0312e+05,-0.9836,-11920,238.81,238.42,238.50999
192.168.0.4,2023-01-01,2023-01-01 13:39:22.576+0000,1.0116e+05,1.1136e+05,-0.9803,-11080,238.81,238.68999,238.50999
192.168.0.4,2023-01-01,2023-01-01 13:54:23.740+0000,1.096e+05,1.16e+05,-0.9841,-11680,238.26999,238.14999,238.20999
192.168.0.4,2023-01-01,2023-01-01 13:59:24.329+0000,1.1184e+05,1.1468e+05,-0.9852,-11120,238.59,238.00999,238.50999
192.168.0.4,2023-01-01,2023-01-01 14:04:24.574+0000,98280,99000,-0.9791,-13000,238.89999,238.20999,238.50999
192.168.0.4,2023-01-01,2023-01-01 14:09:25.215+0000,1.0048e+05,1.0772e+05,-0.9709,-14720,238.62999,238.20999,238.86
192.168.0.4,2023-01-01,2023-01-01 14:19:25.798+0000,1.16e+05,1.1368e+05,-0.9794,-13640,238.37999,238.20999,238.42
192.168.0.4,2023-01-01,2023-01-01 14:29:26.737+0000,1.1492e+05,1.1752e+05,-0.9799,-15520,238.47,238.17,238.17
192.168.0.4,2023-01-01,2023-01-01 14:39:27.787+0000,85840,89400,-0.9677,-14920,238.67999,237.86,238.42
192.168.0.4,2023-01-01,2023-01-01 14:44:28.276+0000,1.1232e+05,1.1116e+05,-0.9801,-14320,238.37999,237.7,238.03999
192.168.0.4,2023-01-01,2023-01-01 14:49:29.454+0000,1.1208e+05,1.15e+05,-0.9761,-13640,238.37999,238.03,238.39
192.168.0.4,2023-01-01,2023-01-01 14:54:29.419+0000,1.1804e+05,1.2084e+05,-0.9806,-13760,238.37999,238.03,238.06999
192.168.0.4,2023-01-01,2023-01-01 15:09:30.227+0000,1.0776e+05,1.0872e+05,-0.9769,-13520,238.20999,237.93999,238.09
192.168.0.4,2023-01-01,2023-01-01 15:24:31.723+0000,1.2096e+05,1.2344e+05,-0.9884,-12480,237.87999,236.95999,237.43999
192.168.0.4,2023-01-01,2023-01-01 15:29:32.171+0000,1.3224e+05,1.3648e+05,-0.988,-12360,237.87999,237.37999,237.67999
192.168.0.4,2023-01-01,2023-01-01 15:34:33.237+0000,1.256e+05,1.2584e+05,-0.9868,-14880,238.20999,237.86,237.84999
192.168.0.4,2023-01-01,2023-01-01 15:39:33.802+0000,1.27e+05,1.2876e+05,-0.9827,-14720,238.03999,237.79999,237.84999
192.168.0.4,2023-01-01,2023-01-01 15:44:33.907+0000,1.26e+05,1.2756e+05,-0.9891,-13280,237.43999,237.06,237.54999
192.168.0.4,2023-01-01,2023-01-01 15:59:34.623+0000,1.2808e+05,1.3284e+05,-0.9891,-13760,236.73,236.33,236.54999
192.168.0.4,2023-01-01,2023-01-01 16:09:36.270+0000,1.2628e+05,1.256e+05,-0.9872,-14000,236.00999,235.59999,235.89999
192.168.0.4,2023-01-01,2023-01-01 16:14:36.267+0000,1.1752e+05,1.2308e+05,-0.977,-15160,235.70999,235.59999,235.70999
192.168.0.4,2023-01-01,2023-01-01 16:24:36.710+0000,1.2396e+05,1.2556e+05,-0.9829,-14360,235.39,235.20999,235.42
192.168.0.4,2023-01-01,2023-01-01 16:29:37.323+0000,1.2408e+05,1.2868e+05,-0.9844,-13480,235.53999,235.20999,235.42
192.168.0.4,2023-01-01,2023-01-01 16:34:37.708+0000,1.2512e+05,1.2544e+05,-0.9826,-12160,235.23999,235.20999,235.36
192.168.0.4,2023-01-01,2023-01-01 16:44:38.591+0000,1.2044e+05,1.2244e+05,-0.9843,-11880,234.93999,234.67999,234.97
192.168.0.4,2023-01-01,2023-01-01 16:49:38.980+0000,1.362e+05,1.3864e+05,-0.9889,-10720,235.26999,234.67999,234.97
192.168.0.4,2023-01-01,2023-01-01 17:09:40.625+0000,1.598e+05,1.604e+05,-0.9891,-11800,235.34999,235.03,235.39
192.168.0.4,2023-01-01,2023-01-01 17:14:41.082+0000,1.5024e+05,1.5252e+05,-0.9844,-13400,235.34999,235.03,235.39
192.168.0.4,2023-01-01,2023-01-01 17:29:42.366+0000,1.54e+05,1.554e+05,-0.9931,-10800,235.26999,235.03,235.31
192.168.0.4,2023-01-01,2023-01-01 17:39:46.473+0000,1.5848e+05,1.63e+05,-0.9893,-13840,235.23999,235.03,235.31
192.168.0.4,2023-01-01,2023-01-01 17:44:43.798+0000,1.4652e+05,1.4744e+05,-0.9869,-15760,235.45,235.17999,235.56999
192.168.0.4,2023-01-01,2023-01-01 17:49:43.671+0000,1.3464e+05,1.4268e+05,-0.9863,-15560,235.56999,235.17999,235.56999
192.168.0.4,2023-01-01,2023-01-01 18:04:45.419+0000,1.384e+05,1.4792e+05,-0.9873,-11680,234.89,234.78999,235.09999
192.168.0.4,2023-01-01,2023-01-01 18:14:45.557+0000,1.6008e+05,1.6224e+05,-0.987,-11120,235.09999,234.90999,235.09999
192.168.0.4,2023-01-01,2023-01-01 18:19:46.082+0000,1.7036e+05,1.6864e+05,-0.9901,-12720,235.09999,234.73999,234.83
192.168.0.4,2023-01-01,2023-01-01 18:34:47.294+0000,1.7468e+05,1.7612e+05,-0.9926,-11240,234.97,234.56,234.95
192.168.0.4,2023-01-01,2023-01-01 18:39:47.988+0000,1.6848e+05,1.6876e+05,-0.9937,-12960,235.42,234.84999,234.95
192.168.0.4,2023-01-01,2023-01-01 18:44:48.753+0000,1.5152e+05,1.5792e+05,-0.994,-14680,235.42,234.87999,235.08
192.168.0.4,2023-01-01,2023-01-01 18:49:48.894+0000,1.7892e+05,1.8044e+05,-0.9923,-13480,234.84999,234.87999,235.08
192.168.0.4,2023-01-01,2023-01-01 18:59:49.745+0000,1.6e+05,1.6256e+05,-0.9921,-14160,235.62,235.36,235.17999
192.168.0.4,2023-01-01,2023-01-01 19:09:50.951+0000,1.4796e+05,1.4968e+05,-0.9882,-13360,235.98,235.79999,235.84
192.168.0.4,2023-01-01,2023-01-01 19:29:52.733+0000,1.41e+05,1.434e+05,-0.9875,-14640,236.26999,235.86,236.34
192.168.0.4,2023-01-01,2023-01-01 19:54:55.598+0000,1.472e+05,1.4856e+05,-0.9901,-14720,236.75999,236.00999,236.58
192.168.0.4,2023-01-01,2023-01-01 19:59:55.459+0000,1.358e+05,1.4048e+05,-0.9895,-14080,237.11,236.48999,236.58
192.168.0.4,2023-01-01,2023-01-01 20:04:55.577+0000,1.4064e+05,1.4212e+05,-0.9901,-14320,237.53,236.73,237.01999
192.168.0.4,2023-01-01,2023-01-01 20:09:56.286+0000,1.418e+05,1.4364e+05,-0.9901,-14240,237.53,236.73,237.17
192.168.0.4,2023-01-01,2023-01-01 20:19:57.032+0000,1.3468e+05,1.3716e+05,-0.9896,-13360,237.40999,236.84,237.43999
192.168.0.4,2023-01-01,2023-01-01 20:29:57.844+0000,1.4248e+05,1.4388e+05,-0.99,-12600,236.58,236.18999,236.28
192.168.0.4,2023-01-01,2023-01-01 20:34:58.184+0000,1.4024e+05,1.4056e+05,-0.9913,-13240,236.58,236.26999,236.25999
192.168.0.4,2023-01-01,2023-01-01 20:39:58.757+0000,1.3912e+05,1.3928e+05,-0.9877,-13840,236.89999,236.54999,236.73
192.168.0.4,2023-01-01,2023-01-01 20:44:59.270+0000,1.4068e+05,1.3944e+05,-0.9877,-15160,236.89999,236.61,236.73
192.168.0.4,2023-01-01,2023-01-01 21:00:00.622+0000,1.3484e+05,1.3644e+05,-0.9879,-13520,237.17,236.45,236.65999
192.168.0.4,2023-01-01,2023-01-01 21:05:02.153+0000,1.296e+05,1.336e+05,-0.9876,-14320,236.7,236.17,236.33
192.168.0.4,2023-01-01,2023-01-01 21:10:01.481+0000,1.188e+05,1.19e+05,-0.9844,-15360,236.98999,236.37,236.75999
192.168.0.4,2023-01-01,2023-01-01 21:20:02.783+0000,1.1712e+05,1.1908e+05,-0.986,-15680,237.09,236.12999,236.51999
192.168.0.4,2023-01-01,2023-01-01 21:25:02.585+0000,1.1548e+05,1.1664e+05,-0.981,-17640,237.09,236.67,236.84
192.168.0.4,2023-01-01,2023-01-01 21:35:03.528+0000,1.2756e+05,1.29e+05,-0.984,-16120,237.47,237.14,237.14
192.168.0.4,2023-01-01,2023-01-01 21:40:03.817+0000,1.1964e+05,1.212e+05,-0.9848,-15440,237.47,237.23,237.14
192.168.0.4,2023-01-01,2023-01-01 21:50:04.935+0000,1.1276e+05,1.1312e+05,-0.9815,-14680,237.42999,237.11,236.92999
192.168.0.4,2023-01-01,2023-01-01 21:55:04.957+0000,1.2892e+05,1.3056e+05,-0.9876,-14480,237.67999,237.11,237.14
192.168.0.4,2023-01-01,2023-01-01 22:00:05.362+0000,1.2496e+05,1.2428e+05,-0.9849,-15840,237.70999,236.95999,237.14
192.168.0.4,2023-01-01,2023-01-01 22:15:06.365+0000,1.046e+05,1.0692e+05,-0.9776,-15280,237.97,237.37999,237.47
192.168.0.4,2023-01-01,2023-01-01 22:20:06.671+0000,1.1172e+05,1.1316e+05,-0.9835,-15760,238.00999,237.43999,237.40999
192.168.0.4,2023-01-01,2023-01-01 22:25:07.568+0000,1.1012e+05,1.1144e+05,-0.9834,-14720,237.97,237.28999,237.40999
192.168.0.4,2023-01-01,2023-01-01 22:35:08.026+0000,98800,99560,-0.9804,-14800,238.14999,237.75999,237.67999
192.168.0.4,2023-01-01,2023-01-01 22:40:08.516+0000,95080,98160,-0.9758,-15480,238.51999,238.12,238.03
192.168.0.4,2023-01-02,2023-01-01 23:05:11.230+0000,91640,94560,-0.9712,-17200,238.39,237.97,238.29999
192.168.0.4,2023-01-02,2023-01-01 23:10:11.115+0000,86840,90120,-0.9681,-17240,238.39,237.83,238.17
192.168.0.4,2023-01-02,2023-01-01 23:15:12.145+0000,89160,91120,-0.9748,-16000,238.39,237.67999,238.17
192.168.0.4,2023-01-02,2023-01-01 23:20:11.750+0000,80760,83480,-0.9676,-16640,238.26999,237.67999,237.76999
192.168.0.4,2023-01-02,2023-01-01 23:25:15.119+0000,91440,94960,-0.9731,-16800,237.86,237.36,237.76999
192.168.0.4,2023-01-02,2023-01-01 23:40:16.346+0000,80920,84240,-0.9627,-18480,236.64,235.95,236.61
192.168.0.4,2023-01-02,2023-01-01 23:45:14.000+0000,84720,87640,-0.9675,-17120,236.81999,236.18999,236.61
192.168.0.4,2023-01-02,2023-01-01 23:50:14.049+0000,84000,87200,-0.9683,-16080,236.81999,236.18999,236.61
192.168.0.4,2023-01-02,2023-01-01 23:55:14.519+0000,92160,94440,-0.9735,-15160,236.81999,236.18999,236.61
192.168.0.4,2023-01-02,2023-01-02 00:20:25.961+0000,78200,81320,-0.9664,-15400,237.81999,237.37999,237.73999
192.168.0.4,2023-01-02,2023-01-02 00:25:26.174+0000,82240,84840,-0.9724,-14920,237.81999,237.25999,237.73999
192.168.0.4,2023-01-02,2023-01-02 00:30:26.203+0000,74360,82320,-0.9654,-14920,237.81999,237.48999,237.73999
192.168.0.4,2023-01-02,2023-01-02 00:50:28.136+0000,77240,79960,-0.9663,-15480,238.14999,237.62,237.98
192.168.0.4,2023-01-02,2023-01-02 00:55:28.779+0000,72080,72800,-0.9605,-16280,238.14999,237.73999,237.98
192.168.0.4,2023-01-02,2023-01-02 01:20:30.984+0000,63840,69240,-0.9521,-16120,238.73999,238.23999,238.56999
192.168.0.4,2023-01-02,2023-01-02 01:25:30.969+0000,74720,76960,-0.9707,-13880,238.56999,238.09,238.29999
192.168.0.4,2023-01-02,2023-01-02 01:30:31.931+0000,69520,72200,-0.9684,-13400,238.56999,238.09,238.29999
192.168.0.4,2023-01-02,2023-01-02 01:40:32.097+0000,69000,72640,-0.9579,-15680,238.53999,238.09,238.39
192.168.0.4,2023-01-02,2023-01-02 01:55:33.285+0000,68360,71520,-0.9514,-16960,238.72,238.17,238.48
192.168.0.4,2023-01-02,2023-01-02 02:05:34.606+0000,68080,70720,-0.9617,-15240,238.06,237.93999,238.17
192.168.0.4,2023-01-02,2023-01-02 02:10:34.980+0000,54920,58240,-0.9539,-14880,238.26999,238.00999,238.12
192.168.0.4,2023-01-02,2023-01-02 02:15:34.773+0000,54800,58400,-0.9494,-15760,238.42,238.00999,238.20999
192.168.0.4,2023-01-02,2023-01-02 02:25:35.845+0000,65720,68640,-0.9555,-15240,238.17,237.73999,238.09
192.168.0.4,2023-01-02,2023-01-02 02:35:36.702+0000,64120,67480,-0.9495,-16160,238.20999,237.73999,238.09
192.168.0.4,2023-01-02,2023-01-02 02:45:37.928+0000,73560,76560,-0.9626,-15680,238.20999,237.73999,238.00999
192.168.0.4,2023-01-02,2023-01-02 02:50:37.862+0000,51600,56960,-0.9387,-15680,238.20999,237.89,238.00999
192.168.0.4,2023-01-02,2023-01-02 03:05:38.993+0000,59560,61320,-0.9491,-13800,238.20999,237.93999,238.14999
192.168.0.4,2023-01-02,2023-01-02 03:10:40.027+0000,62720,64120,-0.952,-15440,238.20999,237.93999,238.14999
192.168.0.4,2023-01-02,2023-01-02 03:20:40.554+0000,57880,59320,-0.9405,-15240,238.00999,237.64999,238.00999
192.168.0.4,2023-01-02,2023-01-02 03:25:43.391+0000,61040,63360,-0.9491,-15800,238.00999,237.64999,238.00999
192.168.0.4,2023-01-02,2023-01-02 03:35:41.657+0000,54680,60400,-0.9369,-15160,238.00999,237.70999,238.00999
192.168.0.4,2023-01-02,2023-01-02 03:50:42.773+0000,55400,58760,-0.9425,-14080,238.14999,237.79999,238.00999
192.168.0.4,2023-01-02,2023-01-02 04:00:43.868+0000,55120,59240,-0.9362,-16240,238.03,237.79999,238.00999
192.168.0.4,2023-01-02,2023-01-02 04:15:50.731+0000,63720,66600,-0.9603,-14520,237.67999,237.31999,237.59
192.168.0.4,2023-01-02,2023-01-02 04:30:46.531+0000,65720,68280,-0.9608,-15000,237.14,236.81999,237.2
192.168.0.4,2023-01-02,2023-01-02 04:35:46.948+0000,60360,63120,-0.9505,-15000,237.37999,236.89999,237.2
192.168.0.4,2023-01-02,2023-01-02 04:50:47.660+0000,65280,67160,-0.9539,-14720,237.04999,236.67,236.89999
192.168.0.4,2023-01-02,2023-01-02 04:55:48.197+0000,70320,71720,-0.9538,-16400,237.04999,236.67,237.08
192.168.0.4,2023-01-02,2023-01-02 05:15:50.938+0000,69840,71360,-0.9588,-15840,236.64,236.28,236.59
192.168.0.4,2023-01-02,2023-01-02 05:20:50.552+0000,69360,72680,-0.9624,-15840,238.47,238.14999,238.36
192.168.0.4,2023-01-02,2023-01-02 05:25:50.602+0000,65760,70680,-0.9563,-15160,238.25,237.86,238.12
